
[Onsemi AR0147 regdump]
REG= 0x33CC, 0x6000
REG= 0x33CE, 0xA000
REG= 0x33D0, 0xA800
REG= 0x33D2, 0xB800
REG= 0x33D4, 0xD800
REG= 0x33D6, 0xF800
REG= 0x33D8, 0x0000
REG= 0x33DA, 0x0001
REG= 0x33E0, 0x0C80
REG= 0x33E2, 0x0000
REG= 0x33E4, 0x0080
REG= 0x33E6, 0x7012
REG= 0x33E8, 0x5634
REG= 0x33EA, 0x789A
REG= 0x33EC, 0xFFFF
REG= 0x33EE, 0x0040
REG= 0x33F0, 0x0006
REG= 0x33F2, 0x0004
REG= 0x3400, 0x0010
REG= 0x3402, 0x0A80
REG= 0x3404, 0x0790
REG= 0x3406, 0x0540
REG= 0x3408, 0x03C8
REG= 0x340A, 0x0077
REG= 0x340C, 0x0080
REG= 0x340E, 0xC210
REG= 0x3410, 0x0000
REG= 0x3412, 0x0000
REG= 0x3420, 0x3020
REG= 0x3422, 0x6E6C
REG= 0x3424, 0x5040
REG= 0x3426, 0x7060
REG= 0x34C0, 0xEA44
REG= 0x34C2, 0xC21D
REG= 0x34C4, 0xA200
REG= 0x34C6, 0x22F6
REG= 0x34C8, 0x8030
REG= 0x34CA, 0x8F10
REG= 0x34CC, 0x0000
REG= 0x34CE, 0x0000
REG= 0x34DA, 0x0000
REG= 0x34DC, 0x0000
REG= 0x34DE, 0x0000
REG= 0x34E0, 0x0000
REG= 0x34E2, 0x0000
REG= 0x34E4, 0x0000
REG= 0x34E6, 0x0000
REG= 0x34E8, 0x0000
REG= 0x34EA, 0x0000
REG= 0x34EC, 0x0000
REG= 0x34EE, 0x0000
REG= 0x34F0, 0x0000
REG= 0x34F2, 0x0000
REG= 0x34F4, 0x0000
REG= 0x34F6, 0x0000
REG= 0x34F8, 0x0000
REG= 0x34FA, 0x0000
REG= 0x3500, 0x0000
REG= 0x3502, 0x0808
REG= 0x3504, 0x8100
REG= 0x3506, 0x3333
REG= 0x3508, 0x3333
REG= 0x350A, 0x3333
REG= 0x350C, 0x035A
REG= 0x350E, 0x0514
REG= 0x3510, 0x0000
REG= 0x3512, 0x0302
REG= 0x3514, 0x0106
REG= 0x3516, 0x0000
REG= 0x3518, 0x14FE
REG= 0x351A, 0x6000
REG= 0x351C, 0x0000
REG= 0x351E, 0x0000
REG= 0x3520, 0x08CC
REG= 0x3522, 0xCC08
REG= 0x3524, 0x0C00
REG= 0x3526, 0x0F00
REG= 0x3528, 0xFFFF
REG= 0x352A, 0x0897
REG= 0x352C, 0x0012
REG= 0x352E, 0x00FF
REG= 0x3530, 0xFF00
REG= 0x3532, 0x8F6C
REG= 0x3534, 0x0000
REG= 0x3536, 0xFF24
REG= 0x3538, 0x3CFF
REG= 0x353A, 0x90E0
REG= 0x353C, 0x3F00
REG= 0x353E, 0x001F
REG= 0x3540, 0xC63C
REG= 0x3542, 0x3C3C
REG= 0x3544, 0x3C46
REG= 0x3546, 0x5458
REG= 0x3548, 0x5800
REG= 0x354A, 0x007F
REG= 0x354C, 0x047F
REG= 0x354E, 0x0300
REG= 0x3550, 0x1418
REG= 0x3552, 0x10A0
REG= 0x3554, 0x1410
REG= 0x3556, 0x1010
REG= 0x3558, 0x1010
REG= 0x355A, 0x0B0C
REG= 0x355C, 0x017F
REG= 0x355E, 0x1001
REG= 0x3560, 0x5515
REG= 0x3562, 0xAA0A
REG= 0x3564, 0x8800
REG= 0x3566, 0x3328
REG= 0x3568, 0x0000
REG= 0x356A, 0x0000
REG= 0x356C, 0x0000
REG= 0x356E, 0x0000
REG= 0x3570, 0x0000
REG= 0x3572, 0x0000
REG= 0x3574, 0x0000
REG= 0x3576, 0x0000
REG= 0x3578, 0x0000
REG= 0x357A, 0x0000
REG= 0x357C, 0x0000
REG= 0x357E, 0x0000
REG= 0x3580, 0x0000
REG= 0x3600, 0x0000
REG= 0x3602, 0x0000
REG= 0x3604, 0x0000
REG= 0x3606, 0x0000
REG= 0x3608, 0x0000
REG= 0x360A, 0x0000
REG= 0x360C, 0x0000
REG= 0x360E, 0x0000
REG= 0x3610, 0x0000
REG= 0x3612, 0x0000
REG= 0x3614, 0x0000
REG= 0x3616, 0x0000
REG= 0x3618, 0x0000
REG= 0x361A, 0x0000
REG= 0x361C, 0x0000
REG= 0x361E, 0x0000
REG= 0x3620, 0x0000
REG= 0x3622, 0x0000
REG= 0x3624, 0x0000
REG= 0x3626, 0x0000
REG= 0x3628, 0x0000
REG= 0x362A, 0x0000
REG= 0x362C, 0x0000
REG= 0x362E, 0x0000
REG= 0x3630, 0x0000
REG= 0x3632, 0x0000
REG= 0x3634, 0x0000
REG= 0x3636, 0x0000
REG= 0x3638, 0x0000
REG= 0x363A, 0x0000
REG= 0x363C, 0x0000
REG= 0x363E, 0x0000
REG= 0x3640, 0x0000
REG= 0x3642, 0x0000
REG= 0x3644, 0x0000
REG= 0x3646, 0x0000
REG= 0x3648, 0x0000
REG= 0x364A, 0x0000
REG= 0x364C, 0x0000
REG= 0x364E, 0x0000
REG= 0x3650, 0x0000
REG= 0x3652, 0x0000
REG= 0x3654, 0x0000
REG= 0x3656, 0x0000
REG= 0x3658, 0x0000
REG= 0x365A, 0x0000
REG= 0x365C, 0x0000
REG= 0x365E, 0x0000
REG= 0x3660, 0x0000
REG= 0x3662, 0x0000
REG= 0x3664, 0x0000
REG= 0x3666, 0x0000
REG= 0x3668, 0x0000
REG= 0x366A, 0x0000
REG= 0x366C, 0x0000
REG= 0x366E, 0x0000
REG= 0x3670, 0x0000
REG= 0x3672, 0x0000
REG= 0x3674, 0x0000
REG= 0x3676, 0x0000
REG= 0x3678, 0x0000
REG= 0x367A, 0x0000
REG= 0x367C, 0x0000
REG= 0x367E, 0x0000
REG= 0x3750, 0x0080
REG= 0x3752, 0x0080
REG= 0x3754, 0x0080
REG= 0x3756, 0x0080
REG= 0x3758, 0x0080
REG= 0x375A, 0x0080
REG= 0x375C, 0x0080
REG= 0x375E, 0x0080
REG= 0x3760, 0x0000
REG= 0x3762, 0x0000
REG= 0x3764, 0x0000
REG= 0x3766, 0x0080
REG= 0x3768, 0x0080
REG= 0x376A, 0x0080
REG= 0x376C, 0x0080
REG= 0x376E, 0x0080
REG= 0x3770, 0x0080
REG= 0x3772, 0x0080
REG= 0x3774, 0x0080
REG= 0x3776, 0x0080
REG= 0x3778, 0x0080
REG= 0x377A, 0x0080
REG= 0x377C, 0x0080
REG= 0x377E, 0x0080
REG= 0x3780, 0x0080
REG= 0x3782, 0x0080
REG= 0x3784, 0x0080
REG= 0x3786, 0x0080
REG= 0x3788, 0x0080
REG= 0x378A, 0x0080
REG= 0x378C, 0x0080
REG= 0x378E, 0x0080
REG= 0x3790, 0x0080
REG= 0x3800, 0x0000
REG= 0x3802, 0x0000
REG= 0x3804, 0x0000
REG= 0x3806, 0x0000
REG= 0x3808, 0x0000
REG= 0x380A, 0x0000
REG= 0x380C, 0x0000
REG= 0x380E, 0x0000
REG= 0x3810, 0x0000
REG= 0x3812, 0x0000
REG= 0x3814, 0x0000
REG= 0x3816, 0x0000
REG= 0x3818, 0x0000
REG= 0x381A, 0x0000
REG= 0x381C, 0x0000
REG= 0x381E, 0x0000
REG= 0x3820, 0x0000
REG= 0x3822, 0x0000
REG= 0x3824, 0x0000
REG= 0x3826, 0x0000
REG= 0x3828, 0x0000
REG= 0x382A, 0x0000
REG= 0x382C, 0x0000
REG= 0x382E, 0x0000
REG= 0x3830, 0x0000
REG= 0x3832, 0x0000
REG= 0x3834, 0x0000
REG= 0x3836, 0x0000
REG= 0x3838, 0x0000
REG= 0x383A, 0x0000
REG= 0x383C, 0x0000
REG= 0x383E, 0x0000
REG= 0x3840, 0x0000
REG= 0x3842, 0x0000
REG= 0x3844, 0x0000
REG= 0x3846, 0x0000
REG= 0x3848, 0x0000
REG= 0x384A, 0x0000
REG= 0x384C, 0x0000
REG= 0x384E, 0x0000
REG= 0x3850, 0x0000
REG= 0x3852, 0x0000
REG= 0x3854, 0x0000
REG= 0x3856, 0x0000
REG= 0x3858, 0x0000
REG= 0x385A, 0x0000
REG= 0x385C, 0x0000
REG= 0x385E, 0x0000
REG= 0x3860, 0x0000
REG= 0x3862, 0x0000
REG= 0x3864, 0x0000
REG= 0x3866, 0x0000
REG= 0x3868, 0x0000
REG= 0x386A, 0x0000
REG= 0x386C, 0x0000
REG= 0x386E, 0x0000
REG= 0x3870, 0x0000
REG= 0x3872, 0x0000
REG= 0x3874, 0x0000
REG= 0x3876, 0x0000
REG= 0x3878, 0x0000
REG= 0x387A, 0x0000
REG= 0x387C, 0x0000
REG= 0x387E, 0x0000
REG= 0x3880, 0x0000
REG= 0x3882, 0x0000
REG= 0x3884, 0x0000
REG= 0x3886, 0x0000
REG= 0x3888, 0x0000
REG= 0x388A, 0x0000
REG= 0x388C, 0x0000
REG= 0x388E, 0x0000
REG= 0x3890, 0x0000
REG= 0x3892, 0x0000
REG= 0x3894, 0x0000
REG= 0x3896, 0x0000
REG= 0x3898, 0x0000
REG= 0x389A, 0x0000
REG= 0x389C, 0x0000
REG= 0x389E, 0x0000
REG= 0x38A0, 0x0000
REG= 0x38A2, 0x0000
REG= 0x38A4, 0x0000
REG= 0x38A6, 0x0000
REG= 0x38A8, 0x0000
REG= 0x38AA, 0x0000
REG= 0x38AC, 0x0000
REG= 0x38AE, 0x0000
REG= 0x38B0, 0x0000
REG= 0x38B2, 0x0000
REG= 0x38B4, 0x0000
REG= 0x38B6, 0x0000
REG= 0x38B8, 0x0000
REG= 0x38BA, 0x0000
REG= 0x38BC, 0x0000
REG= 0x38BE, 0x0000
REG= 0x38C0, 0x0000
REG= 0x38C2, 0x0000
REG= 0x38C4, 0x0000
REG= 0x38C6, 0x0000
REG= 0x38C8, 0x0000
REG= 0x38CA, 0x0000
REG= 0x38CC, 0x0000
REG= 0x38CE, 0x0000
REG= 0x38D0, 0x0000
REG= 0x38D2, 0x0000
REG= 0x38D4, 0x0000
REG= 0x38D6, 0x0000
REG= 0x38D8, 0x0000
REG= 0x38DA, 0x0000
REG= 0x38DC, 0x0000
REG= 0x38DE, 0x0000
REG= 0x38E0, 0x0000
REG= 0x38E2, 0x0000
REG= 0x38E4, 0x0000
REG= 0x38E6, 0x0000
REG= 0x38E8, 0x0000
REG= 0x38EA, 0x0000
REG= 0x38EC, 0x0000
REG= 0x38EE, 0x0000
REG= 0x38F0, 0x0000
REG= 0x38F2, 0x0000
REG= 0x38F4, 0x0000
REG= 0x38F6, 0x0000
REG= 0x38F8, 0x0000
REG= 0x38FA, 0x0000
REG= 0x38FC, 0x0000
REG= 0x38FE, 0x0000
REG= 0x3900, 0x0000
REG= 0x3902, 0x0000
REG= 0x3904, 0x0000
REG= 0x3906, 0x0000
REG= 0x3908, 0x0000
REG= 0x390A, 0x0000
REG= 0x390C, 0x0000
REG= 0x390E, 0x0000
REG= 0x3910, 0x0000
REG= 0x3912, 0x0000
REG= 0x3914, 0x0000
REG= 0x3916, 0x0000
REG= 0x3918, 0x0000
REG= 0x391A, 0x0000
REG= 0x391C, 0x0000
REG= 0x391E, 0x0000
REG= 0x3920, 0x0000
REG= 0x3922, 0x0000
REG= 0x3924, 0x0000
REG= 0x3926, 0x0000
REG= 0x3928, 0x0000
REG= 0x392A, 0x0000
REG= 0x392C, 0x0000
REG= 0x392E, 0x0000
REG= 0x3930, 0x0000
REG= 0x3932, 0x0000
REG= 0x3934, 0x0000
REG= 0x3936, 0x0000
REG= 0x3938, 0x0000
REG= 0x393A, 0x0000
REG= 0x393C, 0x0000
REG= 0x393E, 0x0000
REG= 0x3940, 0x0000
REG= 0x3942, 0x0000
REG= 0x3944, 0x0000
REG= 0x3946, 0x0000
REG= 0x3948, 0x0000
REG= 0x394A, 0x0000
REG= 0x394C, 0x0000
REG= 0x394E, 0x0000
REG= 0x3950, 0x0000
REG= 0x3952, 0x0000
REG= 0x3954, 0x0000
REG= 0x3956, 0x0000
REG= 0x3958, 0x0000
REG= 0x395A, 0x0000
REG= 0x395C, 0x0000
REG= 0x395E, 0x0000
REG= 0x3960, 0x0000
REG= 0x3962, 0x0000
REG= 0x3964, 0x0000
REG= 0x3966, 0x0000
REG= 0x3968, 0x0000
REG= 0x396A, 0x0000
REG= 0x396C, 0x0000
REG= 0x396E, 0x0000
REG= 0x3970, 0x0000
REG= 0x3972, 0x0000
REG= 0x3974, 0x0000
REG= 0x3976, 0x0000
REG= 0x3978, 0x0000
REG= 0x397A, 0x0000
REG= 0x397C, 0x0000
REG= 0x397E, 0x0000
REG= 0x3980, 0x0000
REG= 0x3982, 0x0000
REG= 0x3984, 0x0000
REG= 0x3986, 0x0000
REG= 0x3988, 0x0000
REG= 0x398A, 0x0000
REG= 0x398C, 0x0000
REG= 0x398E, 0x0000
REG= 0x3990, 0x0000
REG= 0x3992, 0x0000
REG= 0x3994, 0x0000
REG= 0x3996, 0x0000
REG= 0x3998, 0x0000
REG= 0x399A, 0x0000
REG= 0x399C, 0x0000
REG= 0x399E, 0x0000
REG= 0x39A0, 0x0000
REG= 0x39A2, 0x0000
REG= 0x39A4, 0x0000
REG= 0x39A6, 0x0000
REG= 0x39A8, 0x0000
REG= 0x39AA, 0x0000
REG= 0x39AC, 0x0000
REG= 0x39AE, 0x0000
REG= 0x39B0, 0x0000
REG= 0x39B2, 0x0000
REG= 0x39B4, 0x0000
REG= 0x39B6, 0x0000
REG= 0x39B8, 0x0000
REG= 0x39BA, 0x0000
REG= 0x39BC, 0x0000
REG= 0x39BE, 0x0000
REG= 0x39C0, 0x0000
REG= 0x39C2, 0x0000
REG= 0x39C4, 0x0000
REG= 0x39C6, 0x0000
REG= 0x39C8, 0x0000
REG= 0x39CA, 0x0000
REG= 0x39CC, 0x0000
REG= 0x39CE, 0x0000
REG= 0x39D0, 0x0000
REG= 0x39D2, 0x0000
REG= 0x39D4, 0x0000
REG= 0x39D6, 0x0000
REG= 0x39D8, 0x0000
REG= 0x39DA, 0x0000
REG= 0x39DC, 0x0000
REG= 0x39DE, 0x0000
REG= 0x39E0, 0x0000
REG= 0x39E2, 0x0000
REG= 0x39E4, 0x0000
REG= 0x39E6, 0x0000
REG= 0x39E8, 0x0000
REG= 0x39EA, 0x0000
REG= 0x39EC, 0x0000
REG= 0x39EE, 0x0000
REG= 0x39F0, 0x0000
REG= 0x39F2, 0x0000
REG= 0x39F4, 0x0000
REG= 0x39F6, 0x0000
REG= 0x39F8, 0x0000
REG= 0x39FA, 0x0000
REG= 0x39FC, 0x0000
REG= 0x39FE, 0x0000
REG= 0x3C00, 0x01BA
REG= 0x3C04, 0x0E80
REG= 0x3C06, 0x083C
REG= 0x3C08, 0x0100
REG= 0x3C0A, 0x0000
REG= 0x3C0C, 0x0518
REG= 0x3C10, 0x0000
REG= 0x3C12, 0x0000
REG= 0x3C14, 0x0000
REG= 0x3C16, 0x0000
REG= 0x3C18, 0x0000
REG= 0x3C1A, 0x0000
REG= 0x3C1C, 0x0000
REG= 0x3C1E, 0x0000
REG= 0x3C20, 0x0000
REG= 0x3C22, 0x0000
REG= 0x3C24, 0x0000
REG= 0x3C26, 0x0000
REG= 0x3C28, 0x0000
REG= 0x3C2A, 0x0000
REG= 0x3C2C, 0x0000
REG= 0x3C2E, 0x0000
REG= 0x3C30, 0x0000
REG= 0x3C32, 0x0000
REG= 0x3C34, 0x0000
REG= 0x3C36, 0x0000
REG= 0x3C38, 0x0000
REG= 0x3C40, 0x0000
REG= 0x3C42, 0x0000
REG= 0x3C44, 0x0000
REG= 0x3C46, 0x0000
REG= 0x3C48, 0x0000
REG= 0x3C4A, 0x0000
REG= 0x3C4C, 0x0000
REG= 0x3C4E, 0x0000
REG= 0x3C50, 0x0000
REG= 0x3C52, 0x0000
REG= 0x3C54, 0x0000
REG= 0x3C56, 0x0000
REG= 0x3C58, 0x0000
REG= 0x3C5A, 0x0000
REG= 0x3C5C, 0x0000
REG= 0x3C60, 0x0000
REG= 0x3C62, 0x0000
REG= 0x3C64, 0x0000
REG= 0x3C66, 0x0000
REG= 0x3C68, 0x0000
REG= 0x3C6A, 0x0000
REG= 0x3C6C, 0x0000
REG= 0x3E6E, 0x0200
REG= 0x3E70, 0x0110
REG= 0x3E72, 0x801C
REG= 0x3E74, 0x7DDB
REG= 0x3E76, 0x8F08
REG= 0x3E78, 0x03AB
REG= 0x3E7A, 0x8F10
REG= 0x3E7C, 0xC1FD
REG= 0x3E7E, 0x8F00
REG= 0x3E80, 0x6FF7
REG= 0x3E82, 0x8C00
REG= 0x3E84, 0x1000
REG= 0x3E86, 0x8C00
REG= 0x3E88, 0x1000
REG= 0x3E8A, 0x8C00
REG= 0x3E8C, 0x1000
REG= 0x3E8E, 0x8C00
REG= 0x3E90, 0x1000
REG= 0x3E92, 0x0800
REG= 0x3E94, 0x0000
REG= 0x3E96, 0x0000
REG= 0x3E98, 0x1000
REG= 0x3EE0, 0x0000
REG= 0x3EE2, 0x0000
REG= 0x3F60, 0x0000
REG= 0x3F62, 0x0000
REG= 0x3F64, 0x0000
REG= 0x3F66, 0x0000
REG= 0x3F68, 0x0000
REG= 0x3F6A, 0x0000
REG= 0x3F6C, 0x0000
REG= 0x3F6E, 0x0000
REG= 0x3F70, 0x0000
REG= 0x3F80, 0x00C0
REG= 0x3F82, 0x0024
REG= 0x3F84, 0x1220
REG= 0x3F86, 0x1007
REG= 0x3F88, 0x000F
REG= 0x3F8A, 0x0000
REG= 0x3F8C, 0x3CF0
REG= 0x3F8E, 0x30B0
REG= 0x3F90, 0x0800
REG= 0x3F94, 0xFFFE
REG= 0x3F98, 0x0005
REG= 0x3F9A, 0x0000
REG= 0x3FA0, 0x0001
REG= 0x3FA2, 0x004E
REG= 0x3FA4, 0x0001
REG= 0x3FA6, 0x030C
REG= 0x3FA8, 0x0001
REG= 0x3FAA, 0x0001
REG= 0x3FAC, 0x0001
REG= 0x3FAE, 0x0001
REG= 0x3FB0, 0x0001
REG= 0x3FB2, 0x5B68
REG= 0x3FB4, 0x0000
REG= 0x3FB6, 0x0000
REG= 0x3FB8, 0x0000
REG= 0x3FBA, 0x0024
REG= 0x3FBC, 0x1220
REG= 0x3FBE, 0x100D
REG= 0x5100, 0x0002
REG= 0x5102, 0x0000
REG= 0x5104, 0x0800
REG= 0x5106, 0x0001
REG= 0x5108, 0x0000
REG= 0x510A, 0x0000
REG= 0x510C, 0x0000
REG= 0x510E, 0x0000
REG= 0x5110, 0x0000
REG= 0x5112, 0x0000
REG= 0x5114, 0x0000
REG= 0x5116, 0x0000
REG= 0x5118, 0x0000
REG= 0x511A, 0x0000
REG= 0x511C, 0x0000
REG= 0x511E, 0x0000
REG= 0x5120, 0x0000
REG= 0x5122, 0x0000
REG= 0x5124, 0x0000
REG= 0x5126, 0x0000
REG= 0x5128, 0x0000
REG= 0x512A, 0x0000
REG= 0x512C, 0x0000
REG= 0x512E, 0x0000
REG= 0x5130, 0x0000
REG= 0x5132, 0x0000
REG= 0x5134, 0x0000
REG= 0x5136, 0x2000
REG= 0x5138, 0x0000
REG= 0x513A, 0x0000
REG= 0x513C, 0x0000
REG= 0x513E, 0x0000
REG= 0x5140, 0x0000
REG= 0x5142, 0x0000
REG= 0x5144, 0x0000
REG= 0x5146, 0x0000
REG= 0x5148, 0x0000
REG= 0x514A, 0x0000
REG= 0x514C, 0x4000
REG= 0x514E, 0x0000
REG= 0x5150, 0x0000
REG= 0x5152, 0x0000
REG= 0x5154, 0x0000
REG= 0x5156, 0x0000
REG= 0x5158, 0x0000
REG= 0x515A, 0x0000
REG= 0x515C, 0x0000
REG= 0x515E, 0x0000
REG= 0x5160, 0x0000
REG= 0x5162, 0x0000
REG= 0x5164, 0x0000
REG= 0x5166, 0x0000
REG= 0x5168, 0x0000
REG= 0x516A, 0x0000
REG= 0x516C, 0x0000
REG= 0x516E, 0x0000
REG= 0x5170, 0x0000
REG= 0x5172, 0x0000
REG= 0x5174, 0x0000
REG= 0x5176, 0x0000
REG= 0x5178, 0x0000
REG= 0x517A, 0x0000
REG= 0x517C, 0x0000
REG= 0x517E, 0x0000
